"Servidor","Protocolo","Data_Hora_Inicio","Data_Hora_Fim","Duracao"
"vsrv11","PPTP","2017-09-07 17:29:00","2017-09-07 18:37:00","68"
"vsrv11","PPTP","2017-09-07 13:09:00","2017-09-07 18:50:00","341"
"vsrv11","SSTP","2017-09-07 18:49:00","2017-09-07 19:26:00","37"
"vsrv11","PPTP","2017-09-07 18:49:00","2017-09-07 19:53:00","64"
"vsrv16","SSTP","2017-09-07 21:38:00","2017-09-07 22:31:00","53"
"vsrv16","PPTP","2017-09-08 00:19:00","2017-09-08 00:20:00","1"
"vsrv16","PPTP","2017-09-07 16:18:00","2017-09-08 01:51:00","573"
"vsrv16","PPTP","2017-09-08 02:42:00","2017-09-08 02:43:00","1"
"vsrv8","PPTP","2017-09-08 02:55:00","2017-09-08 02:55:00","0"
"vsrv17","SSTP","2017-09-07 23:04:00","2017-09-08 03:19:00","255"
"vsrv8","PPTP","2017-09-08 02:56:00","2017-09-08 03:21:00","25"
"vsrv16","PPTP","2017-09-08 07:27:00","2017-09-08 07:51:00","24"
"vsrv16","SSTP","2017-09-08 07:48:00","2017-09-08 08:51:00","63"
"vsrv11","OPENVPN_L2","2017-09-08 07:42:00","2017-09-08 09:43:00","121"
"vsrv8","SSTP","2017-09-08 10:05:00","2017-09-08 10:05:00","0"
"vsrv17","PPTP","2017-09-08 07:19:00","2017-09-08 10:11:00","172"
"vsrv16","PPTP","2017-09-08 09:52:00","2017-09-08 10:13:00","21"
"vsrv17","SSTP","2017-09-08 10:06:00","2017-09-08 10:25:00","19"
"vsrv11","OPENVPN_L2","2017-09-08 09:47:00","2017-09-08 10:43:00","56"
"vsrv11","OPENVPN_L2","2017-09-08 10:52:00","2017-09-08 11:46:00","54"
"vsrv8","PPTP","2017-09-08 11:44:00","2017-09-08 12:07:00","23"
"vsrv11","SSTP","2017-09-08 11:57:00","2017-09-08 12:42:00","45"
"vsrv17","PPTP","2017-09-08 11:44:00","2017-09-08 13:03:00","79"
"vsrv16","PPTP","2017-09-08 12:13:00","2017-09-08 13:40:00","87"
"vsrv11","OPENVPN_L2","2017-09-08 14:05:00","2017-09-08 14:18:00","13"
"vsrv11","OPENVPN_L2","2017-09-08 12:11:00","2017-09-08 14:42:00","151"
"vsrv17","PPTP","2017-09-08 10:33:00","2017-09-08 15:20:00","287"
"vsrv11","PPTP","2017-09-08 14:47:00","2017-09-08 15:27:00","40"
"vsrv16","PPTP","2017-09-08 15:27:00","2017-09-08 16:02:00","35"
"vsrv8","PPTP","2017-09-08 14:33:00","2017-09-08 16:29:00","116"
"vsrv16","SSTP","2017-09-08 11:41:00","2017-09-08 17:44:00","363"
"vsrv11","PPTP","2017-09-08 09:37:00","2017-09-08 17:55:00","498"
"vsrv8","PPTP","2017-09-08 17:14:00","2017-09-08 18:24:00","70"
"vsrv16","PPTP","2017-09-08 16:41:00","2017-09-08 19:14:00","153"
"vsrv11","PPTP","2017-09-08 18:07:00","2017-09-08 19:22:00","75"
"vsrv11","SSTP","2017-09-08 21:06:00","2017-09-08 21:18:00","12"
"vsrv11","SSTP","2017-09-08 21:19:00","2017-09-08 21:38:00","19"
"vsrv11","PPTP","2017-09-08 21:30:00","2017-09-08 21:39:00","9"
"vsrv8","PPTP","2017-09-08 19:02:00","2017-09-08 22:33:00","211"
"vsrv11","PPTP","2017-09-08 22:21:00","2017-09-08 22:50:00","29"
"vsrv11","PPTP","2017-09-08 23:17:00","2017-09-08 23:44:00","27"
"vsrv17","PPTP","2017-09-09 03:03:00","2017-09-09 04:03:00","60"
"vsrv16","PPTP","2017-09-09 05:04:00","2017-09-09 05:11:00","7"
"vsrv16","PPTP","2017-09-09 05:14:00","2017-09-09 05:20:00","6"
"vsrv17","PPTP","2017-09-09 06:49:00","2017-09-09 06:50:00","1"
"vsrv17","PPTP","2017-09-09 06:51:00","2017-09-09 07:06:00","15"
"vsrv8","PPTP","2017-09-09 07:46:00","2017-09-09 08:04:00","18"
"vsrv11","SSTP","2017-09-09 10:04:00","2017-09-09 10:21:00","17"
"vsrv11","PPTP","2017-09-09 10:47:00","2017-09-09 11:11:00","24"
"vsrv11","PPTP","2017-09-09 12:18:00","2017-09-09 12:21:00","3"
"vsrv8","PPTP","2017-09-09 12:51:00","2017-09-09 12:53:00","2"
"vsrv16","PPTP","2017-09-09 12:54:00","2017-09-09 12:55:00","1"
"vsrv8","PPTP","2017-09-09 13:01:00","2017-09-09 13:03:00","2"
"vsrv11","PPTP","2017-09-09 12:21:00","2017-09-09 13:14:00","53"
"vsrv17","PPTP","2017-09-09 13:44:00","2017-09-09 13:59:00","15"
"vsrv17","OPENVPN_L2","2017-09-09 14:58:00","2017-09-09 14:59:00","1"
"vsrv8","SSTP","2017-09-09 08:23:00","2017-09-09 16:18:00","475"
"vsrv17","SSTP","2017-09-09 16:57:00","2017-09-09 18:29:00","92"
"vsrv17","PPTP","2017-09-09 18:21:00","2017-09-09 19:31:00","70"
"vsrv11","PPTP","2017-09-09 19:25:00","2017-09-09 19:43:00","18"
"vsrv11","PPTP","2017-09-09 19:49:00","2017-09-09 21:15:00","86"
"vsrv8","PPTP","2017-09-09 23:31:00","2017-09-09 23:32:00","1"
"vsrv16","SSTP","2017-09-09 20:48:00","2017-09-10 00:09:00","201"
"vsrv17","PPTP","2017-09-10 01:25:00","2017-09-10 01:30:00","5"
"vsrv16","PPTP","2017-09-10 01:32:00","2017-09-10 01:34:00","2"
"vsrv17","PPTP","2017-09-10 02:38:00","2017-09-10 03:07:00","29"
"vsrv8","PPTP","2017-09-10 05:40:00","2017-09-10 05:44:00","4"
"vsrv8","PPTP","2017-09-10 06:46:00","2017-09-10 07:54:00","68"
"vsrv16","PPTP","2017-09-10 08:07:00","2017-09-10 08:09:00","2"
"vsrv17","PPTP","2017-09-10 08:05:00","2017-09-10 09:32:00","87"
"vsrv8","SSTP","2017-09-10 07:53:00","2017-09-10 09:55:00","122"
"vsrv16","PPTP","2017-09-10 09:53:00","2017-09-10 10:24:00","31"
"vsrv8","PPTP","2017-09-10 10:13:00","2017-09-10 10:31:00","18"
"vsrv17","PPTP","2017-09-10 10:49:00","2017-09-10 10:53:00","4"
"vsrv17","PPTP","2017-09-10 10:53:00","2017-09-10 10:54:00","1"
"vsrv8","PPTP","2017-09-10 12:29:00","2017-09-10 12:41:00","12"
"vsrv8","SSTP","2017-09-10 12:43:00","2017-09-10 12:45:00","2"
"vsrv16","PPTP","2017-09-10 12:50:00","2017-09-10 13:24:00","34"
"vsrv11","PPTP","2017-09-10 10:20:00","2017-09-10 14:33:00","253"
"vsrv8","PPTP","2017-09-10 14:37:00","2017-09-10 14:40:00","3"
"vsrv16","PPTP","2017-09-10 15:23:00","2017-09-10 15:23:00","0"
"vsrv17","SSTP","2017-09-10 16:03:00","2017-09-10 16:09:00","6"
"vsrv17","SSTP","2017-09-10 16:58:00","2017-09-10 17:45:00","47"
"vsrv16","SSTP","2017-09-09 20:30:00","2017-09-10 18:11:00","1301"
"vsrv17","SSTP","2017-09-10 18:59:00","2017-09-10 19:00:00","1"
"vsrv11","OPENVPN_L2","2017-09-10 19:36:00","2017-09-10 19:45:00","9"
"vsrv8","SSTP","2017-09-10 16:10:00","2017-09-10 20:17:00","247"
"vsrv11","OPENVPN_L2","2017-09-10 20:17:00","2017-09-10 21:37:00","80"
"vsrv8","PPTP","2017-09-10 21:48:00","2017-09-10 21:51:00","3"
"vsrv8","PPTP","2017-09-10 22:28:00","2017-09-10 22:30:00","2"
"vsrv8","PPTP","2017-09-10 22:40:00","2017-09-10 22:41:00","1"
"vsrv11","PPTP","2017-09-10 23:08:00","2017-09-10 23:08:00","0"
"vsrv11","PPTP","2017-09-10 23:08:00","2017-09-10 23:16:00","8"
"vsrv11","OPENVPN_L2","2017-09-10 21:45:00","2017-09-10 23:50:00","125"
"vsrv17","PPTP","2017-09-11 01:06:00","2017-09-11 01:08:00","2"
"vsrv8","PPTP","2017-09-11 01:38:00","2017-09-11 02:06:00","28"
"vsrv16","SSTP","2017-09-11 03:39:00","2017-09-11 03:45:00","6"
"vsrv17","PPTP","2017-09-11 03:52:00","2017-09-11 04:25:00","33"
"vsrv11","PPTP","2017-09-11 09:28:00","2017-09-11 10:42:00","74"
"vsrv11","SSTP","2017-09-11 11:34:00","2017-09-11 11:34:00","0"
"vsrv11","SSTP","2017-09-11 11:34:00","2017-09-11 11:34:00","0"
"vsrv11","SSTP","2017-09-11 11:35:00","2017-09-11 11:40:00","5"
"vsrv11","SSTP","2017-09-11 11:40:00","2017-09-11 11:41:00","1"
"vsrv11","PPTP","2017-09-11 10:52:00","2017-09-11 11:44:00","52"
"vsrv11","OPENVPN_L2","2017-09-11 11:32:00","2017-09-11 12:05:00","33"
"vsrv16","SSTP","2017-09-11 12:06:00","2017-09-11 12:06:00","0"
"vsrv11","PPTP","2017-09-11 11:34:00","2017-09-11 12:09:00","35"
"vsrv11","SOFTETHER","2017-09-11 08:54:00","2017-09-11 12:39:00","225"
"vsrv17","PPTP","2017-09-11 12:42:00","2017-09-11 12:43:00","1"
"vsrv11","PPTP","2017-09-11 12:11:00","2017-09-11 12:54:00","43"
"vsrv11","OPENVPN_L2","2017-09-11 13:01:00","2017-09-11 13:01:00","0"
"vsrv11","PPTP","2017-09-11 12:56:00","2017-09-11 13:26:00","30"
"vsrv17","PPTP","2017-09-11 11:10:00","2017-09-11 14:18:00","188"
"vsrv11","PPTP","2017-09-11 14:04:00","2017-09-11 14:37:00","33"
"vsrv11","PPTP","2017-09-11 14:37:00","2017-09-11 14:44:00","7"
"vsrv11","OPENVPN_L2","2017-09-11 13:11:00","2017-09-11 14:48:00","97"
"vsrv11","PPTP","2017-09-11 14:40:00","2017-09-11 14:55:00","15"
"vsrv11","PPTP","2017-09-11 14:15:00","2017-09-11 15:03:00","48"
"vsrv11","OPENVPN_L2","2017-09-11 15:10:00","2017-09-11 15:11:00","1"
"vsrv17","PPTP","2017-09-11 14:37:00","2017-09-11 15:28:00","51"
"vsrv11","OPENVPN_L2","2017-09-11 15:29:00","2017-09-11 15:43:00","14"
"vsrv11","PPTP","2017-09-11 15:37:00","2017-09-11 15:53:00","16"
"vsrv16","PPTP","2017-09-11 15:30:00","2017-09-11 15:58:00","28"
"vsrv8","PPTP","2017-09-11 15:42:00","2017-09-11 16:44:00","62"
"vsrv17","PPTP","2017-09-11 17:16:00","2017-09-11 17:17:00","1"
"vsrv16","PPTP","2017-09-11 17:10:00","2017-09-11 17:36:00","26"
"vsrv8","PPTP","2017-09-11 17:49:00","2017-09-11 17:55:00","6"
"vsrv11","SSTP","2017-09-11 18:01:00","2017-09-11 18:02:00","1"
"vsrv17","PPTP","2017-09-11 16:07:00","2017-09-11 18:14:00","127"
"vsrv11","PPTP","2017-09-11 17:05:00","2017-09-11 18:15:00","70"
"vsrv11","SSTP","2017-09-11 18:03:00","2017-09-11 18:20:00","17"
"vsrv8","PPTP","2017-09-11 16:19:00","2017-09-11 18:24:00","125"
"vsrv8","PPTP","2017-09-11 18:40:00","2017-09-11 19:09:00","29"
"vsrv11","PPTP","2017-09-11 16:11:00","2017-09-11 20:19:00","248"
"vsrv8","PPTP","2017-09-11 20:36:00","2017-09-11 20:37:00","1"
"vsrv11","PPTP","2017-09-11 20:38:00","2017-09-11 20:42:00","4"
"vsrv11","PPTP","2017-09-11 20:42:00","2017-09-11 21:05:00","23"
"vsrv11","SOFTETHER","2017-09-11 13:47:00","2017-09-11 21:24:00","457"
"vsrv17","PPTP","2017-09-11 21:43:00","2017-09-11 22:27:00","44"
"vsrv11","OPENVPN_L2","2017-09-11 21:21:00","2017-09-11 22:35:00","74"
"vsrv11","PPTP","2017-09-11 21:11:00","2017-09-11 22:49:00","98"
"vsrv11","PPTP","2017-09-11 21:07:00","2017-09-11 23:16:00","129"
"vsrv17","PPTP","2017-09-11 23:25:00","2017-09-11 23:25:00","0"
"vsrv16","SSTP","2017-09-11 23:25:00","2017-09-11 23:37:00","12"
"vsrv8","PPTP","2017-09-11 23:07:00","2017-09-11 23:52:00","45"
"vsrv11","PPTP","2017-09-12 00:28:00","2017-09-12 00:41:00","13"
"vsrv17","PPTP","2017-09-11 22:31:00","2017-09-12 00:59:00","148"
"vsrv17","PPTP","2017-09-12 01:12:00","2017-09-12 01:12:00","0"
"vsrv16","SSTP","2017-09-12 02:01:00","2017-09-12 02:02:00","1"
"vsrv16","PPTP","2017-09-12 07:49:00","2017-09-12 08:31:00","42"
"vsrv16","PPTP","2017-09-12 07:04:00","2017-09-12 08:56:00","112"
"vsrv17","PPTP","2017-09-12 09:17:00","2017-09-12 09:18:00","1"
"vsrv11","PPTP","2017-09-12 09:08:00","2017-09-12 09:43:00","35"
"vsrv17","PPTP","2017-09-12 10:40:00","2017-09-12 10:41:00","1"
"vsrv8","SSTP","2017-09-12 10:47:00","2017-09-12 10:51:00","4"
"vsrv8","SSTP","2017-09-12 10:52:00","2017-09-12 10:53:00","1"
"vsrv17","SSTP","2017-09-12 11:58:00","2017-09-12 12:03:00","5"
"vsrv16","PPTP","2017-09-12 11:16:00","2017-09-12 12:11:00","55"
"vsrv17","SSTP","2017-09-12 12:12:00","2017-09-12 12:16:00","4"
"vsrv11","SOFTETHER","2017-09-12 08:44:00","2017-09-12 12:40:00","236"
"vsrv8","SSTP","2017-09-12 12:44:00","2017-09-12 12:46:00","2"
"vsrv8","SSTP","2017-09-12 12:53:00","2017-09-12 12:54:00","1"
"vsrv8","SSTP","2017-09-12 11:56:00","2017-09-12 13:05:00","69"
"vsrv8","SSTP","2017-09-12 14:12:00","2017-09-12 14:14:00","2"
"vsrv11","PPTP","2017-09-12 14:11:00","2017-09-12 14:34:00","23"
"vsrv8","PPTP","2017-09-12 12:51:00","2017-09-12 14:42:00","111"
"vsrv11","PPTP","2017-09-12 14:47:00","2017-09-12 15:11:00","24"
"vsrv11","PPTP","2017-09-12 14:43:00","2017-09-12 15:31:00","48"
"vsrv11","PPTP","2017-09-12 09:48:00","2017-09-12 15:41:00","353"
"vsrv11","SSTP","2017-09-12 15:29:00","2017-09-12 15:44:00","15"
"vsrv8","SSTP","2017-09-12 16:02:00","2017-09-12 16:04:00","2"
"vsrv11","PPTP","2017-09-12 14:44:00","2017-09-12 16:12:00","88"
"vsrv8","PPTP","2017-09-12 14:47:00","2017-09-12 16:22:00","95"
"vsrv17","SSTP","2017-09-12 16:41:00","2017-09-12 16:44:00","3"
"vsrv16","SSTP","2017-09-12 16:51:00","2017-09-12 16:52:00","1"
"vsrv11","PPTP","2017-09-12 16:58:00","2017-09-12 17:01:00","3"
"vsrv17","PPTP","2017-09-12 14:10:00","2017-09-12 17:09:00","179"
"vsrv17","PPTP","2017-09-12 10:46:00","2017-09-12 17:51:00","425"
"vsrv17","PPTP","2017-09-12 16:34:00","2017-09-12 18:02:00","88"
"vsrv8","PPTP","2017-09-12 18:10:00","2017-09-12 18:10:00","0"
"vsrv17","SSTP","2017-09-12 13:23:00","2017-09-12 18:26:00","303"
"vsrv16","PPTP","2017-09-12 18:00:00","2017-09-12 18:52:00","52"
"vsrv8","PPTP","2017-09-12 17:53:00","2017-09-12 19:11:00","78"
"vsrv11","PPTP","2017-09-12 17:31:00","2017-09-12 19:31:00","120"
"vsrv16","PPTP","2017-09-12 19:16:00","2017-09-12 19:32:00","16"
"vsrv8","SSTP","2017-09-12 19:34:00","2017-09-12 19:37:00","3"
"vsrv16","PPTP","2017-09-12 17:53:00","2017-09-12 20:00:00","127"
"vsrv17","SSTP","2017-09-12 20:04:00","2017-09-12 20:12:00","8"
"vsrv8","SSTP","2017-09-12 20:13:00","2017-09-12 20:29:00","16"
"vsrv17","SSTP","2017-09-12 20:31:00","2017-09-12 20:41:00","10"
"vsrv8","PPTP","2017-09-12 20:35:00","2017-09-12 20:48:00","13"
"vsrv8","PPTP","2017-09-12 20:07:00","2017-09-12 21:06:00","59"
"vsrv11","PPTP","2017-09-12 20:58:00","2017-09-12 21:43:00","45"
"vsrv17","PPTP","2017-09-12 21:43:00","2017-09-12 21:52:00","9"
"vsrv16","SSTP","2017-09-12 22:20:00","2017-09-12 22:21:00","1"
"vsrv8","PPTP","2017-09-12 22:16:00","2017-09-12 22:21:00","5"
"vsrv17","SSTP","2017-09-12 22:21:00","2017-09-12 22:26:00","5"
"vsrv16","PPTP","2017-09-12 23:50:00","2017-09-13 00:11:00","21"
"vsrv16","PPTP","2017-09-12 22:27:00","2017-09-13 00:17:00","110"
"vsrv16","PPTP","2017-09-12 23:03:00","2017-09-13 01:05:00","122"
"vsrv8","PPTP","2017-09-13 01:29:00","2017-09-13 01:43:00","14"
"vsrv17","PPTP","2017-09-13 03:43:00","2017-09-13 05:15:00","92"
"vsrv16","PPTP","2017-09-13 05:29:00","2017-09-13 05:37:00","8"
"vsrv11","PPTP","2017-09-12 18:35:00","2017-09-13 08:45:00","850"
"vsrv16","SSTP","2017-09-13 09:33:00","2017-09-13 11:03:00","90"
"vsrv11","SSTP","2017-09-13 11:15:00","2017-09-13 11:23:00","8"
"vsrv11","SOFTETHER","2017-09-13 10:25:00","2017-09-13 12:40:00","135"
"vsrv17","PPTP","2017-09-13 12:53:00","2017-09-13 12:55:00","2"
"vsrv8","SSTP","2017-09-13 13:18:00","2017-09-13 13:18:00","0"
"vsrv16","PPTP","2017-09-13 13:34:00","2017-09-13 13:48:00","14"
"vsrv11","SSTP","2017-09-13 13:50:00","2017-09-13 13:52:00","2"
"vsrv16","PPTP","2017-09-13 13:48:00","2017-09-13 13:56:00","8"
"vsrv8","PPTP","2017-09-13 14:00:00","2017-09-13 14:07:00","7"
"vsrv8","PPTP","2017-09-13 14:07:00","2017-09-13 14:09:00","2"
"vsrv17","PPTP","2017-09-13 14:10:00","2017-09-13 14:13:00","3"
"vsrv17","SSTP","2017-09-13 13:32:00","2017-09-13 14:26:00","54"
"vsrv8","SSTP","2017-09-13 13:33:00","2017-09-13 14:29:00","56"
"vsrv16","PPTP","2017-09-13 14:37:00","2017-09-13 14:40:00","3"
"vsrv8","PPTP","2017-09-13 13:07:00","2017-09-13 14:42:00","95"
"vsrv11","SOFTETHER","2017-09-13 13:10:00","2017-09-13 15:03:00","113"
"vsrv16","SSTP","2017-09-13 14:31:00","2017-09-13 15:20:00","49"
"vsrv16","SSTP","2017-09-13 14:29:00","2017-09-13 15:25:00","56"
"vsrv16","PPTP","2017-09-13 14:36:00","2017-09-13 16:18:00","102"
"vsrv16","SSTP","2017-09-13 16:25:00","2017-09-13 16:54:00","29"
"vsrv11","SOFTETHER","2017-09-13 16:47:00","2017-09-13 16:55:00","8"
"vsrv8","PPTP","2017-09-13 16:20:00","2017-09-13 17:01:00","41"
"vsrv17","PPTP","2017-09-13 18:23:00","2017-09-13 18:29:00","6"
"vsrv11","PPTP","2017-09-13 18:10:00","2017-09-13 18:36:00","26"
"vsrv8","PPTP","2017-09-13 17:51:00","2017-09-13 19:01:00","70"
"vsrv11","PPTP","2017-09-13 18:43:00","2017-09-13 19:02:00","19"
"vsrv11","PPTP","2017-09-13 19:04:00","2017-09-13 19:08:00","4"
"vsrv16","PPTP","2017-09-13 19:05:00","2017-09-13 19:08:00","3"
"vsrv16","PPTP","2017-09-13 19:38:00","2017-09-13 20:00:00","22"
"vsrv17","PPTP","2017-09-13 20:15:00","2017-09-13 20:17:00","2"
"vsrv8","PPTP","2017-09-13 20:18:00","2017-09-13 20:19:00","1"
"vsrv17","PPTP","2017-09-13 20:22:00","2017-09-13 20:22:00","0"
"vsrv8","PPTP","2017-09-13 20:22:00","2017-09-13 20:24:00","2"
"vsrv8","PPTP","2017-09-13 20:28:00","2017-09-13 20:30:00","2"
"vsrv17","PPTP","2017-09-13 20:34:00","2017-09-13 20:37:00","3"
"vsrv16","PPTP","2017-09-13 16:12:00","2017-09-13 20:42:00","270"
"vsrv8","PPTP","2017-09-13 20:43:00","2017-09-13 20:45:00","2"
"vsrv11","SOFTETHER","2017-09-13 17:37:00","2017-09-13 21:04:00","207"
"vsrv16","SSTP","2017-09-13 22:30:00","2017-09-13 22:31:00","1"
"vsrv16","PPTP","2017-09-13 19:42:00","2017-09-13 22:49:00","187"
"vsrv11","PPTP","2017-09-13 19:30:00","2017-09-13 23:01:00","211"
"vsrv16","PPTP","2017-09-13 22:45:00","2017-09-13 23:11:00","26"
"vsrv8","SSTP","2017-09-13 20:56:00","2017-09-13 23:13:00","137"
"vsrv8","PPTP","2017-09-13 20:44:00","2017-09-13 23:19:00","155"
"vsrv11","PPTP","2017-09-13 19:59:00","2017-09-13 23:52:00","233"
"vsrv11","SOFTETHER","2017-09-14 00:03:00","2017-09-14 00:04:00","1"
"vsrv17","PPTP","2017-09-13 18:13:00","2017-09-14 01:37:00","444"
"vsrv8","PPTP","2017-09-14 00:21:00","2017-09-14 02:12:00","111"
"vsrv11","PPTP","2017-09-14 02:52:00","2017-09-14 03:21:00","29"
"vsrv16","PPTP","2017-09-14 08:07:00","2017-09-14 08:11:00","4"
"vsrv11","SSTP","2017-09-14 09:04:00","2017-09-14 09:19:00","15"
"vsrv11","SSTP","2017-09-14 09:26:00","2017-09-14 09:29:00","3"
"vsrv16","PPTP","2017-09-14 08:58:00","2017-09-14 09:34:00","36"
"vsrv11","PPTP","2017-09-14 09:47:00","2017-09-14 10:57:00","70"
"vsrv11","SSTP","2017-09-14 10:59:00","2017-09-14 11:01:00","2"
"vsrv8","SSTP","2017-09-14 10:57:00","2017-09-14 11:13:00","16"
"vsrv11","PPTP","2017-09-14 10:48:00","2017-09-14 11:31:00","43"
"vsrv11","PPTP","2017-09-14 08:40:00","2017-09-14 11:31:00","171"
"vsrv11","OPENVPN_L2","2017-09-14 09:26:00","2017-09-14 11:31:00","125"
"vsrv17","PPTP","2017-09-14 11:36:00","2017-09-14 12:07:00","31"
"vsrv16","PPTP","2017-09-14 11:36:00","2017-09-14 12:48:00","72"
"vsrv17","PPTP","2017-09-14 13:00:00","2017-09-14 13:13:00","13"
"vsrv8","PPTP","2017-09-14 13:22:00","2017-09-14 13:54:00","32"
"vsrv16","SSTP","2017-09-14 14:21:00","2017-09-14 14:26:00","5"
"vsrv8","PPTP","2017-09-14 15:00:00","2017-09-14 15:07:00","7"
"vsrv11","PPTP","2017-09-14 16:36:00","2017-09-14 16:37:00","1"
"vsrv8","SSTP","2017-09-14 14:54:00","2017-09-14 17:02:00","128"
"vsrv11","PPTP","2017-09-14 17:16:00","2017-09-14 17:17:00","1"
"vsrv11","PPTP","2017-09-14 16:38:00","2017-09-14 17:19:00","41"
"vsrv11","SOFTETHER","2017-09-14 08:36:00","2017-09-14 17:39:00","543"
"vsrv11","SSTP","2017-09-14 17:20:00","2017-09-14 18:00:00","40"
"vsrv8","PPTP","2017-09-14 15:32:00","2017-09-14 18:15:00","163"
"vsrv17","SSTP","2017-09-14 18:40:00","2017-09-14 18:41:00","1"
"vsrv16","PPTP","2017-09-14 19:17:00","2017-09-14 19:34:00","17"
"vsrv11","PPTP","2017-09-14 19:19:00","2017-09-14 19:40:00","21"
"vsrv11","PPTP","2017-09-14 20:00:00","2017-09-14 20:01:00","1"
"vsrv16","PPTP","2017-09-14 19:48:00","2017-09-14 20:06:00","18"
"vsrv11","SSTP","2017-09-14 20:02:00","2017-09-14 20:17:00","15"
"vsrv11","SOFTETHER","2017-09-14 20:21:00","2017-09-14 20:42:00","21"
"vsrv11","SOFTETHER","2017-09-14 20:57:00","2017-09-14 21:29:00","32"
"vsrv11","PPTP","2017-09-14 21:29:00","2017-09-14 22:07:00","38"
"vsrv11","PPTP","2017-09-14 19:42:00","2017-09-14 23:28:00","226"
"vsrv11","SSTP","2017-09-15 00:06:00","2017-09-15 00:07:00","1"
"vsrv17","PPTP","2017-09-15 00:08:00","2017-09-15 00:13:00","5"
"vsrv16","SSTP","2017-09-15 00:16:00","2017-09-15 00:19:00","3"
"vsrv17","PPTP","2017-09-14 22:05:00","2017-09-15 01:24:00","199"
"vsrv11","PPTP","2017-09-15 01:38:00","2017-09-15 02:00:00","22"
"vsrv11","OPENVPN_L2","2017-09-15 09:01:00","2017-09-15 10:04:00","63"
"vsrv11","SSTP","2017-09-15 09:52:00","2017-09-15 10:17:00","25"
"vsrv16","PPTP","2017-09-15 11:04:00","2017-09-15 11:12:00","8"
"vsrv8","PPTP","2017-09-15 10:35:00","2017-09-15 11:13:00","38"
"vsrv11","PPTP","2017-09-15 10:48:00","2017-09-15 11:26:00","38"
"vsrv11","PPTP","2017-09-15 09:54:00","2017-09-15 11:48:00","114"
"vsrv11","SSTP","2017-09-15 12:26:00","2017-09-15 12:27:00","1"
"vsrv11","OPENVPN_L2","2017-09-15 10:06:00","2017-09-15 12:39:00","153"
"vsrv11","PPTP","2017-09-15 10:10:00","2017-09-15 12:56:00","166"
"vsrv11","PPTP","2017-09-15 09:17:00","2017-09-15 12:59:00","222"
"vsrv8","SOFTETHER","2017-09-15 13:24:00","2017-09-15 14:05:00","41"
"vsrv11","OPENVPN_L2","2017-09-15 14:45:00","2017-09-15 14:47:00","2"
"vsrv11","OPENVPN_L2","2017-09-15 14:50:00","2017-09-15 14:52:00","2"
"vsrv11","OPENVPN_L2","2017-09-15 14:59:00","2017-09-15 15:07:00","8"
"vsrv11","OPENVPN_L2","2017-09-15 15:16:00","2017-09-15 15:20:00","4"
"vsrv11","OPENVPN_L2","2017-09-15 14:39:00","2017-09-15 15:57:00","78"
"vsrv11","OPENVPN_L2","2017-09-15 15:23:00","2017-09-15 16:28:00","65"
"vsrv8","PPTP","2017-09-15 16:33:00","2017-09-15 16:39:00","6"
"vsrv8","PPTP","2017-09-15 15:54:00","2017-09-15 16:50:00","56"
"vsrv17","SSTP","2017-09-15 17:17:00","2017-09-15 17:24:00","7"
"vsrv16","SSTP","2017-09-15 17:25:00","2017-09-15 17:28:00","3"
"vsrv17","SSTP","2017-09-15 14:31:00","2017-09-15 18:18:00","227"
"vsrv11","PPTP","2017-09-15 13:05:00","2017-09-15 18:48:00","343"
"vsrv17","PPTP","2017-09-15 12:04:00","2017-09-15 19:20:00","436"
"vsrv11","PPTP","2017-09-15 19:14:00","2017-09-15 19:22:00","8"
"vsrv17","PPTP","2017-09-15 19:33:00","2017-09-15 19:33:00","0"
"vsrv17","SSTP","2017-09-14 18:46:00","2017-09-16 03:50:00","1984"
"vsrv17","PPTP","2017-09-16 05:44:00","2017-09-16 06:17:00","33"
"vsrv8","PPTP","2017-09-16 08:26:00","2017-09-16 08:27:00","1"
"vsrv17","PPTP","2017-09-16 08:29:00","2017-09-16 08:30:00","1"
"vsrv8","PPTP","2017-09-16 08:32:00","2017-09-16 08:33:00","1"
"vsrv8","SSTP","2017-09-16 10:46:00","2017-09-16 10:51:00","5"
"vsrv16","SSTP","2017-09-16 16:54:00","2017-09-16 16:57:00","3"
"vsrv16","SSTP","2017-09-16 16:12:00","2017-09-16 17:14:00","62"
"vsrv11","OPENVPN_L2","2017-09-16 18:06:00","2017-09-16 18:38:00","32"
"vsrv16","PPTP","2017-09-16 18:42:00","2017-09-16 18:44:00","2"
"vsrv11","SOFTETHER","2017-09-16 18:49:00","2017-09-16 18:51:00","2"
"vsrv8","PPTP","2017-09-16 18:51:00","2017-09-16 19:01:00","10"
"vsrv16","PPTP","2017-09-16 18:54:00","2017-09-16 19:40:00","46"
"vsrv11","SOFTETHER","2017-09-16 18:29:00","2017-09-16 20:01:00","92"
"vsrv11","SOFTETHER","2017-09-16 20:08:00","2017-09-16 20:13:00","5"
"vsrv11","SOFTETHER","2017-09-16 21:05:00","2017-09-16 21:22:00","17"
"vsrv16","PPTP","2017-09-16 21:31:00","2017-09-16 21:32:00","1"
"vsrv16","PPTP","2017-09-16 16:35:00","2017-09-16 22:00:00","325"
"vsrv11","SOFTETHER","2017-09-16 21:26:00","2017-09-16 22:09:00","43"
