Servidor, Protocolo, Data_Hora_Ini, Data_Hora_End, Duracao
"vsrv8","SSTP","2017-01-09 13:12:00","2017-01-09 13:53:00",41
"vsrv17","PPTP","2017-01-09 13:49:00","2017-01-09 13:56:00",7
"vsrv8","SSTP","2017-01-09 13:59:00","2017-01-09 14:00:00",1
"vsrv17","PPTP","2017-01-09 13:37:00","2017-01-09 14:01:00",24
"vsrv17","SSTP","2017-01-09 13:20:00","2017-01-09 14:02:00",42
"vsrv17","PPTP","2017-01-09 13:33:00","2017-01-09 14:08:00",35
"vsrv16","SSTP","2017-01-09 12:37:00","2017-01-09 14:10:00",93
"vsrv11","PPTP","2017-01-09 09:36:00","2017-01-09 14:13:00",277
"vsrv16","SSTP","2017-01-09 10:49:00","2017-01-09 14:13:00",204
"vsrv17","SSTP","2017-01-09 13:49:00","2017-01-09 14:14:00",25
"vsrv17","SSTP","2017-01-09 13:23:00","2017-01-09 14:15:00",52
"vsrv17","PPTP","2017-01-09 14:13:00","2017-01-09 14:15:00",2
"vsrv17","PPTP","2017-01-09 13:25:00","2017-01-09 14:16:00",51
"vsrv11","PPTP","2017-01-09 14:14:00","2017-01-09 14:17:00",3
"vsrv16","OPENVPN_L2","2017-01-09 14:14:00","2017-01-09 14:17:00",3
"vsrv17","OPENVPN_L2","2017-01-09 14:16:00","2017-01-09 14:17:00",1
"vsrv17","SSTP","2017-01-09 12:32:00","2017-01-09 14:20:00",108
"vsrv8","SSTP","2017-01-09 14:09:00","2017-01-09 14:23:00",14
"vsrv8","SSTP","2017-01-09 14:20:00","2017-01-09 14:23:00",3
"vsrv16","PPTP","2017-01-09 12:16:00","2017-01-09 14:25:00",129
"vsrv8","PPTP","2017-01-09 10:06:00","2017-01-09 14:26:00",260
"vsrv16","PPTP","2017-01-09 12:52:00","2017-01-09 14:26:00",94
"vsrv17","PPTP","2017-01-09 14:25:00","2017-01-09 14:26:00",1
"vsrv17","PPTP","2017-01-09 14:13:00","2017-01-09 14:28:00",15
"vsrv16","PPTP","2017-01-09 13:58:00","2017-01-09 14:34:00",36
"vsrv16","PPTP","2017-01-09 14:14:00","2017-01-09 14:40:00",26
"vsrv16","SSTP","2017-01-09 14:08:00","2017-01-09 14:43:00",35
"vsrv17","PPTP","2017-01-09 13:31:00","2017-01-09 14:44:00",73
"vsrv16","PPTP","2017-01-09 13:12:00","2017-01-09 14:44:00",92
"vsrv17","SSTP","2017-01-09 14:23:00","2017-01-09 14:44:00",21
"vsrv8","PPTP","2017-01-09 13:46:00","2017-01-09 14:47:00",61
"vsrv8","PPTP","2017-01-09 13:33:00","2017-01-09 14:48:00",75
"vsrv17","SSTP","2017-01-09 14:48:00","2017-01-09 14:48:00",0
"vsrv16","PPTP","2017-01-09 14:35:00","2017-01-09 14:49:00",14
"vsrv16","PPTP","2017-01-09 14:29:00","2017-01-09 14:49:00",20
"vsrv16","PPTP","2017-01-09 14:13:00","2017-01-09 14:49:00",36
"vsrv17","PPTP","2017-01-09 14:50:00","2017-01-09 14:53:00",3
"vsrv16","PPTP","2017-01-09 14:49:00","2017-01-09 14:53:00",4
"vsrv8","PPTP","2017-01-09 14:32:00","2017-01-09 14:53:00",21
"vsrv8","PPTP","2017-01-09 14:54:00","2017-01-09 14:56:00",2
"vsrv17","PPTP","2017-01-09 13:53:00","2017-01-09 14:56:00",63
"vsrv8","PPTP","2017-01-09 14:50:00","2017-01-09 14:57:00",7
"vsrv17","SSTP","2017-01-09 14:00:00","2017-01-09 15:00:00",60
"vsrv17","SSTP","2017-01-09 14:19:00","2017-01-09 15:02:00",43
"vsrv17","SSTP","2017-01-09 14:58:00","2017-01-09 15:03:00",5
"vsrv17","SSTP","2017-01-09 14:38:00","2017-01-09 15:04:00",26
"vsrv16","SSTP","2017-01-09 14:22:00","2017-01-09 15:04:00",42
"vsrv16","SSTP","2017-01-09 12:31:00","2017-01-09 15:05:00",154
"vsrv17","PPTP","2017-01-09 14:43:00","2017-01-09 15:08:00",25
"vsrv17","SSTP","2017-01-09 14:49:00","2017-01-09 15:08:00",19
"vsrv16","SSTP","2017-01-09 14:39:00","2017-01-09 15:10:00",31
"vsrv16","SSTP","2017-01-09 14:50:00","2017-01-09 15:10:00",20
"vsrv8","SSTP","2017-01-09 14:02:00","2017-01-09 15:10:00",68
"vsrv16","PPTP","2017-01-09 14:05:00","2017-01-09 15:13:00",68
"vsrv16","PPTP","2017-01-09 15:07:00","2017-01-09 15:17:00",10
"vsrv17","SSTP","2017-01-09 15:16:00","2017-01-09 15:18:00",2
"vsrv8","SSTP","2017-01-09 14:37:00","2017-01-09 15:22:00",45
"vsrv17","PPTP","2017-01-09 14:51:00","2017-01-09 15:23:00",32
"vsrv17","SSTP","2017-01-09 15:12:00","2017-01-09 15:24:00",12
"vsrv16","SSTP","2017-01-09 15:09:00","2017-01-09 15:24:00",15
"vsrv8","PPTP","2017-01-09 14:49:00","2017-01-09 15:25:00",36
"vsrv8","SSTP","2017-01-09 14:51:00","2017-01-09 15:26:00",35
"vsrv16","PPTP","2017-01-09 15:03:00","2017-01-09 15:27:00",24
"vsrv17","SSTP","2017-01-09 14:38:00","2017-01-09 15:28:00",50
"vsrv8","PPTP","2017-01-09 15:26:00","2017-01-09 15:30:00",4
"vsrv16","SSTP","2017-01-09 15:30:00","2017-01-09 15:31:00",1
"vsrv17","PPTP","2017-01-09 13:32:00","2017-01-09 15:34:00",122
"vsrv8","PPTP","2017-01-09 15:27:00","2017-01-09 15:34:00",7
"vsrv8","SSTP","2017-01-09 15:31:00","2017-01-09 15:34:00",3
"vsrv8","PPTP","2017-01-09 15:37:00","2017-01-09 15:38:00",1
"vsrv17","PPTP","2017-01-09 14:53:00","2017-01-09 15:38:00",45
"vsrv8","SSTP","2017-01-09 15:08:00","2017-01-09 15:40:00",32
"vsrv16","SSTP","2017-01-09 14:48:00","2017-01-09 15:41:00",53
"vsrv17","SSTP","2017-01-09 15:09:00","2017-01-09 15:42:00",33
"vsrv16","SSTP","2017-01-09 15:26:00","2017-01-09 15:42:00",16
"vsrv16","SSTP","2017-01-09 14:41:00","2017-01-09 15:43:00",62
"vsrv17","PPTP","2017-01-09 15:22:00","2017-01-09 15:46:00",24
"vsrv17","PPTP","2017-01-09 15:04:00","2017-01-09 15:52:00",48
"vsrv16","PPTP","2017-01-09 15:46:00","2017-01-09 15:52:00",6
"vsrv16","PPTP","2017-01-09 15:26:00","2017-01-09 15:53:00",27
"vsrv16","PPTP","2017-01-09 15:50:00","2017-01-09 15:54:00",4
"vsrv8","SSTP","2017-01-09 15:31:00","2017-01-09 15:55:00",24
"vsrv8","PPTP","2017-01-09 13:35:00","2017-01-09 15:55:00",140
"vsrv8","SSTP","2017-01-09 14:53:00","2017-01-09 15:56:00",63
"vsrv17","PPTP","2017-01-09 15:26:00","2017-01-09 15:57:00",31
"vsrv17","PPTP","2017-01-09 14:11:00","2017-01-09 15:59:00",108
"vsrv8","PPTP","2017-01-09 15:56:00","2017-01-09 16:00:00",4
"vsrv16","SSTP","2017-01-09 15:45:00","2017-01-09 16:02:00",17
"vsrv8","SSTP","2017-01-09 15:32:00","2017-01-09 16:04:00",32
"vsrv17","SSTP","2017-01-09 15:09:00","2017-01-09 16:04:00",55
"vsrv8","SSTP","2017-01-09 15:07:00","2017-01-09 16:06:00",59
"vsrv8","SSTP","2017-01-09 15:26:00","2017-01-09 16:06:00",40
"vsrv16","SSTP","2017-01-09 16:01:00","2017-01-09 16:06:00",5
"vsrv17","PPTP","2017-01-09 15:38:00","2017-01-09 16:07:00",29
"vsrv8","SSTP","2017-01-09 15:38:00","2017-01-09 16:07:00",29
"vsrv8","SSTP","2017-01-09 15:42:00","2017-01-09 16:08:00",26
"vsrv17","PPTP","2017-01-09 15:10:00","2017-01-09 16:10:00",60
"vsrv8","PPTP","2017-01-09 16:09:00","2017-01-09 16:10:00",1
"vsrv8","SSTP","2017-01-09 14:35:00","2017-01-09 16:11:00",96
"vsrv11","PPTP","2017-01-09 13:30:00","2017-01-09 16:11:00",161
"vsrv17","PPTP","2017-01-09 13:54:00","2017-01-09 16:12:00",138
"vsrv17","PPTP","2017-01-09 13:39:00","2017-01-09 16:12:00",153
"vsrv8","OPENVPN_L2","2017-01-09 14:34:00","2017-01-09 16:13:00",99
"vsrv17","SSTP","2017-01-09 13:29:00","2017-01-09 16:13:00",164
"vsrv17","PPTP","2017-01-09 14:03:00","2017-01-09 16:14:00",131
"vsrv8","SSTP","2017-01-09 15:39:00","2017-01-09 16:14:00",35
"vsrv17","PPTP","2017-01-09 15:02:00","2017-01-09 16:15:00",73
"vsrv16","PPTP","2017-01-09 15:57:00","2017-01-09 16:17:00",20
"vsrv17","SSTP","2017-01-09 16:04:00","2017-01-09 16:19:00",15
"vsrv8","SSTP","2017-01-09 14:03:00","2017-01-09 16:21:00",138
"vsrv8","OPENVPN_L2","2017-01-09 16:16:00","2017-01-09 16:21:00",5
"vsrv16","PPTP","2017-01-09 13:53:00","2017-01-09 16:23:00",150
"vsrv8","PPTP","2017-01-09 15:50:00","2017-01-09 16:24:00",34
"vsrv17","SSTP","2017-01-09 16:19:00","2017-01-09 16:25:00",6
"vsrv16","PPTP","2017-01-09 16:21:00","2017-01-09 16:26:00",5
"vsrv8","PPTP","2017-01-09 15:46:00","2017-01-09 16:28:00",42
"vsrv8","PPTP","2017-01-09 15:41:00","2017-01-09 16:29:00",48
"vsrv8","SSTP","2017-01-09 16:10:00","2017-01-09 16:34:00",24
"vsrv8","SSTP","2017-01-09 15:35:00","2017-01-09 16:35:00",60
"vsrv16","PPTP","2017-01-09 14:57:00","2017-01-09 16:36:00",99
"vsrv16","SSTP","2017-01-09 16:06:00","2017-01-09 16:36:00",30
"vsrv16","SSTP","2017-01-09 16:33:00","2017-01-09 16:36:00",3
"vsrv8","PPTP","2017-01-09 16:33:00","2017-01-09 16:37:00",4
"vsrv16","PPTP","2017-01-09 16:38:00","2017-01-09 16:38:00",0
"vsrv16","PPTP","2017-01-09 16:30:00","2017-01-09 16:38:00",8
"vsrv17","SSTP","2017-01-09 16:37:00","2017-01-09 16:39:00",2
"vsrv17","PPTP","2017-01-09 15:14:00","2017-01-09 16:39:00",85
"vsrv8","PPTP","2017-01-09 16:39:00","2017-01-09 16:39:00",0
"vsrv17","SSTP","2017-01-09 16:32:00","2017-01-09 16:39:00",7
"vsrv16","PPTP","2017-01-09 15:11:00","2017-01-09 16:41:00",90
"vsrv16","PPTP","2017-01-09 15:17:00","2017-01-09 16:41:00",84
"vsrv17","PPTP","2017-01-09 16:31:00","2017-01-09 16:41:00",10
"vsrv17","SSTP","2017-01-09 16:40:00","2017-01-09 16:43:00",3
"vsrv17","PPTP","2017-01-09 16:43:00","2017-01-09 16:43:00",0
"vsrv16","PPTP","2017-01-09 14:29:00","2017-01-09 16:44:00",135
"vsrv8","PPTP","2017-01-09 16:43:00","2017-01-09 16:44:00",1
"vsrv8","SSTP","2017-01-09 16:44:00","2017-01-09 16:44:00",0
"vsrv8","PPTP","2017-01-09 09:42:00","2017-01-09 16:45:00",423
"vsrv8","SSTP","2017-01-09 16:45:00","2017-01-09 16:45:00",0
"vsrv8","SSTP","2017-01-09 16:45:00","2017-01-09 16:45:00",0
"vsrv17","PPTP","2017-01-09 15:44:00","2017-01-09 16:46:00",62
"vsrv17","SSTP","2017-01-09 16:19:00","2017-01-09 16:49:00",30
"vsrv16","PPTP","2017-01-09 14:56:00","2017-01-09 16:52:00",116
"vsrv17","SSTP","2017-01-09 15:09:00","2017-01-09 16:53:00",104
"vsrv16","SSTP","2017-01-09 15:52:00","2017-01-09 16:54:00",62
"vsrv16","SSTP","2017-01-09 15:19:00","2017-01-09 16:55:00",96
"vsrv16","PPTP","2017-01-09 16:42:00","2017-01-09 16:56:00",14
"vsrv17","SSTP","2017-01-09 15:11:00","2017-01-09 16:57:00",106
"vsrv8","PPTP","2017-01-09 15:55:00","2017-01-09 16:58:00",63
"vsrv17","SSTP","2017-01-09 16:52:00","2017-01-09 16:58:00",6
"vsrv17","SSTP","2017-01-09 16:42:00","2017-01-09 17:00:00",18
"vsrv16","SSTP","2017-01-09 14:55:00","2017-01-09 17:07:00",132
"vsrv17","SSTP","2017-01-09 17:01:00","2017-01-09 17:08:00",7
"vsrv17","PPTP","2017-01-09 14:24:00","2017-01-09 17:09:00",165
"vsrv8","SSTP","2017-01-09 16:44:00","2017-01-09 17:12:00",28
"vsrv17","SSTP","2017-01-09 14:27:00","2017-01-09 17:12:00",165
"vsrv17","SSTP","2017-01-09 16:16:00","2017-01-09 17:14:00",58
"vsrv16","SSTP","2017-01-09 16:14:00","2017-01-09 17:16:00",62
"vsrv17","SSTP","2017-01-09 14:17:00","2017-01-09 17:17:00",180
"vsrv16","PPTP","2017-01-09 16:35:00","2017-01-09 17:17:00",42
"vsrv17","SSTP","2017-01-09 16:52:00","2017-01-09 17:18:00",26
"vsrv17","PPTP","2017-01-09 16:31:00","2017-01-09 17:18:00",47
"vsrv16","SSTP","2017-01-09 17:19:00","2017-01-09 17:19:00",0
"vsrv16","SSTP","2017-01-09 16:40:00","2017-01-09 17:21:00",41
"vsrv16","PPTP","2017-01-09 15:32:00","2017-01-09 17:21:00",109
"vsrv8","SSTP","2017-01-09 16:36:00","2017-01-09 17:21:00",45
"vsrv16","SSTP","2017-01-09 17:15:00","2017-01-09 17:23:00",8
"vsrv8","SSTP","2017-01-09 14:59:00","2017-01-09 17:23:00",144
"vsrv17","PPTP","2017-01-09 17:24:00","2017-01-09 17:24:00",0
"vsrv17","PPTP","2017-01-09 15:52:00","2017-01-09 17:25:00",93
"vsrv8","PPTP","2017-01-09 14:30:00","2017-01-09 17:25:00",175
"vsrv8","SSTP","2017-01-09 15:26:00","2017-01-09 17:27:00",121
"vsrv8","SSTP","2017-01-09 17:23:00","2017-01-09 17:28:00",5
"vsrv16","PPTP","2017-01-09 12:45:00","2017-01-09 17:28:00",283
"vsrv8","SSTP","2017-01-09 17:29:00","2017-01-09 17:30:00",1
"vsrv8","PPTP","2017-01-09 16:33:00","2017-01-09 17:30:00",57
"vsrv8","PPTP","2017-01-09 15:54:00","2017-01-09 17:32:00",98
"vsrv17","SSTP","2017-01-09 16:34:00","2017-01-09 17:32:00",58
"vsrv17","PPTP","2017-01-09 17:11:00","2017-01-09 17:32:00",21
"vsrv17","SSTP","2017-01-09 17:12:00","2017-01-09 17:35:00",23
"vsrv16","SSTP","2017-01-09 17:22:00","2017-01-09 17:35:00",13
"vsrv8","SSTP","2017-01-09 16:07:00","2017-01-09 17:37:00",90
"vsrv16","PPTP","2017-01-09 17:39:00","2017-01-09 17:41:00",2
"vsrv17","PPTP","2017-01-09 14:03:00","2017-01-09 17:43:00",220
"vsrv8","SSTP","2017-01-09 17:37:00","2017-01-09 17:44:00",7
"vsrv16","PPTP","2017-01-09 14:55:00","2017-01-09 17:45:00",170
"vsrv16","PPTP","2017-01-09 17:45:00","2017-01-09 17:48:00",3
"vsrv17","PPTP","2017-01-09 14:55:00","2017-01-09 17:48:00",173
"vsrv17","SSTP","2017-01-09 16:19:00","2017-01-09 17:48:00",89
"vsrv16","SSTP","2017-01-09 17:18:00","2017-01-09 17:48:00",30
"vsrv16","PPTP","2017-01-09 17:12:00","2017-01-09 17:49:00",37
"vsrv17","SSTP","2017-01-09 17:49:00","2017-01-09 17:49:00",0
"vsrv8","SSTP","2017-01-09 16:13:00","2017-01-09 17:49:00",96
"vsrv16","SSTP","2017-01-09 16:23:00","2017-01-09 17:50:00",87
"vsrv17","PPTP","2017-01-09 16:41:00","2017-01-09 17:51:00",70
"vsrv17","SSTP","2017-01-09 17:49:00","2017-01-09 17:51:00",2
"vsrv16","SSTP","2017-01-09 16:43:00","2017-01-09 17:52:00",69
"vsrv16","SSTP","2017-01-09 14:17:00","2017-01-09 17:52:00",215
"vsrv16","SSTP","2017-01-09 17:28:00","2017-01-09 17:53:00",25
"vsrv16","PPTP","2017-01-09 17:41:00","2017-01-09 17:54:00",13
"vsrv8","PPTP","2017-01-09 16:01:00","2017-01-09 17:55:00",114
"vsrv17","PPTP","2017-01-09 15:29:00","2017-01-09 17:55:00",146
"vsrv17","SSTP","2017-01-09 13:52:00","2017-01-09 17:55:00",243
"vsrv16","PPTP","2017-01-09 16:51:00","2017-01-09 17:57:00",66
"vsrv17","PPTP","2017-01-09 14:48:00","2017-01-09 17:57:00",189
"vsrv16","PPTP","2017-01-09 11:32:00","2017-01-09 17:59:00",387
"vsrv17","PPTP","2017-01-09 13:36:00","2017-01-09 17:59:00",263
"vsrv16","PPTP","2017-01-09 13:44:00","2017-01-09 17:59:00",255
"vsrv17","PPTP","2017-01-09 16:37:00","2017-01-09 17:59:00",82
"vsrv17","SSTP","2017-01-09 17:43:00","2017-01-09 17:59:00",16
"vsrv16","SSTP","2017-01-09 17:45:00","2017-01-09 18:00:00",15
"vsrv17","SSTP","2017-01-09 13:57:00","2017-01-09 18:00:00",243
"vsrv16","SSTP","2017-01-09 17:20:00","2017-01-09 18:00:00",40
"vsrv17","PPTP","2017-01-09 17:19:00","2017-01-09 18:01:00",42
"vsrv16","SSTP","2017-01-09 16:46:00","2017-01-09 18:02:00",76
"vsrv16","PPTP","2017-01-09 13:29:00","2017-01-09 18:03:00",274
"vsrv8","SSTP","2017-01-09 17:26:00","2017-01-09 18:04:00",38
"vsrv8","SSTP","2017-01-09 17:32:00","2017-01-09 18:04:00",32
"vsrv16","PPTP","2017-01-09 14:54:00","2017-01-09 18:06:00",192
"vsrv8","PPTP","2017-01-09 17:58:00","2017-01-09 18:06:00",8
"vsrv16","PPTP","2017-01-09 16:59:00","2017-01-09 18:06:00",67
"vsrv8","OPENVPN_L2","2017-01-09 16:31:00","2017-01-09 18:06:00",95
"vsrv16","SSTP","2017-01-09 17:53:00","2017-01-09 18:07:00",14
"vsrv17","PPTP","2017-01-08 12:16:00","2017-01-09 18:08:00",1792
"vsrv8","SSTP","2017-01-09 17:22:00","2017-01-09 18:08:00",46
"vsrv16","PPTP","2017-01-09 13:15:00","2017-01-09 18:09:00",294
"vsrv8","SSTP","2017-01-09 15:23:00","2017-01-09 18:09:00",166
"vsrv16","SSTP","2017-01-09 17:41:00","2017-01-09 18:10:00",29
"vsrv8","SSTP","2017-01-09 17:59:00","2017-01-09 18:11:00",12
"vsrv17","SSTP","2017-01-09 18:12:00","2017-01-09 18:12:00",0
"vsrv8","PPTP","2017-01-09 18:12:00","2017-01-09 18:12:00",0
"vsrv8","SSTP","2017-01-09 18:14:00","2017-01-09 18:17:00",3
"vsrv17","SSTP","2017-01-09 18:07:00","2017-01-09 18:18:00",11
"vsrv8","SSTP","2017-01-09 17:30:00","2017-01-09 18:19:00",49
"vsrv16","PPTP","2017-01-09 16:25:00","2017-01-09 18:20:00",115
"vsrv16","PPTP","2017-01-09 17:56:00","2017-01-09 18:21:00",25
"vsrv16","SSTP","2017-01-09 18:03:00","2017-01-09 18:22:00",19
"vsrv8","PPTP","2017-01-09 17:00:00","2017-01-09 18:24:00",84
"vsrv17","PPTP","2017-01-09 18:24:00","2017-01-09 18:26:00",2
"vsrv8","OPENVPN_L2","2017-01-09 18:15:00","2017-01-09 18:29:00",14
"vsrv16","PPTP","2017-01-09 18:27:00","2017-01-09 18:31:00",4
"vsrv16","PPTP","2017-01-09 14:27:00","2017-01-09 18:32:00",245
"vsrv17","SSTP","2017-01-09 18:20:00","2017-01-09 18:35:00",15
"vsrv16","PPTP","2017-01-09 16:45:00","2017-01-09 18:39:00",114
"vsrv8","SSTP","2017-01-09 18:10:00","2017-01-09 18:41:00",31
"vsrv17","SSTP","2017-01-09 18:12:00","2017-01-09 18:42:00",30
"vsrv8","SSTP","2017-01-09 17:10:00","2017-01-09 18:43:00",93
"vsrv16","SSTP","2017-01-09 17:05:00","2017-01-09 18:43:00",98
"vsrv17","PPTP","2017-01-09 18:06:00","2017-01-09 18:44:00",38
"vsrv16","PPTP","2017-01-09 18:03:00","2017-01-09 18:44:00",41
"vsrv17","PPTP","2017-01-09 15:15:00","2017-01-09 18:47:00",212
"vsrv8","SSTP","2017-01-09 18:47:00","2017-01-09 18:48:00",1
"vsrv8","SSTP","2017-01-09 17:05:00","2017-01-09 18:48:00",103
"vsrv17","PPTP","2017-01-09 18:30:00","2017-01-09 18:48:00",18
"vsrv8","SSTP","2017-01-09 18:27:00","2017-01-09 18:48:00",21
"vsrv16","SSTP","2017-01-09 18:18:00","2017-01-09 18:50:00",32
"vsrv8","SSTP","2017-01-09 18:54:00","2017-01-09 18:54:00",0
"vsrv16","SSTP","2017-01-09 18:26:00","2017-01-09 18:55:00",29
"vsrv8","SSTP","2017-01-09 18:48:00","2017-01-09 18:57:00",9
"vsrv8","SSTP","2017-01-09 18:54:00","2017-01-09 18:57:00",3
"vsrv17","PPTP","2017-01-09 18:30:00","2017-01-09 18:57:00",27
"vsrv17","PPTP","2017-01-09 18:44:00","2017-01-09 18:58:00",14
"vsrv16","SSTP","2017-01-09 18:20:00","2017-01-09 19:00:00",40
"vsrv8","SSTP","2017-01-09 18:19:00","2017-01-09 19:04:00",45
"vsrv8","SSTP","2017-01-09 18:41:00","2017-01-09 19:05:00",24
"vsrv8","PPTP","2017-01-09 14:39:00","2017-01-09 19:06:00",267
"vsrv16","SSTP","2017-01-09 18:36:00","2017-01-09 19:07:00",31
"vsrv17","PPTP","2017-01-09 18:08:00","2017-01-09 19:09:00",61
"vsrv8","SSTP","2017-01-09 17:46:00","2017-01-09 19:09:00",83
"vsrv17","SSTP","2017-01-09 19:11:00","2017-01-09 19:11:00",0
"vsrv16","PPTP","2017-01-09 14:08:00","2017-01-09 19:15:00",307
"vsrv17","PPTP","2017-01-09 18:55:00","2017-01-09 19:17:00",22
"vsrv8","SSTP","2017-01-09 19:04:00","2017-01-09 19:18:00",14
"vsrv17","SSTP","2017-01-09 18:55:00","2017-01-09 19:19:00",24
"vsrv17","PPTP","2017-01-09 18:35:00","2017-01-09 19:21:00",46
"vsrv17","SSTP","2017-01-09 18:55:00","2017-01-09 19:25:00",30
"vsrv11","PPTP","2017-01-09 16:03:00","2017-01-09 19:25:00",202
"vsrv17","SSTP","2017-01-09 18:28:00","2017-01-09 19:29:00",61
"vsrv16","OPENVPN_L2","2017-01-09 18:00:00","2017-01-09 19:30:00",90
"vsrv17","PPTP","2017-01-09 19:20:00","2017-01-09 19:33:00",13
"vsrv17","PPTP","2017-01-09 19:29:00","2017-01-09 19:33:00",4
"vsrv8","PPTP","2017-01-09 17:31:00","2017-01-09 19:34:00",123
"vsrv17","SSTP","2017-01-09 18:25:00","2017-01-09 19:35:00",70
"vsrv16","SSTP","2017-01-09 18:16:00","2017-01-09 19:37:00",81
"vsrv16","SSTP","2017-01-09 19:19:00","2017-01-09 19:37:00",18
"vsrv17","SSTP","2017-01-09 18:56:00","2017-01-09 19:39:00",43
"vsrv16","PPTP","2017-01-09 19:35:00","2017-01-09 19:43:00",8
"vsrv11","PPTP","2017-01-09 19:42:00","2017-01-09 19:43:00",1
"vsrv8","PPTP","2017-01-09 19:17:00","2017-01-09 19:44:00",27
"vsrv8","PPTP","2017-01-09 19:01:00","2017-01-09 19:45:00",44
"vsrv16","OPENVPN_L2","2017-01-09 19:42:00","2017-01-09 19:45:00",3
"vsrv17","PPTP","2017-01-09 19:47:00","2017-01-09 19:47:00",0
"vsrv8","SSTP","2017-01-09 19:05:00","2017-01-09 19:48:00",43
"vsrv17","PPTP","2017-01-09 19:46:00","2017-01-09 19:48:00",2
"vsrv17","SSTP","2017-01-09 19:12:00","2017-01-09 19:49:00",37
"vsrv16","SSTP","2017-01-09 19:49:00","2017-01-09 19:51:00",2
"vsrv17","SSTP","2017-01-09 17:46:00","2017-01-09 19:54:00",128
"vsrv16","PPTP","2017-01-09 14:07:00","2017-01-09 19:55:00",348
"vsrv11","PPTP","2017-01-09 19:44:00","2017-01-09 19:56:00",12
"vsrv17","PPTP","2017-01-09 18:51:00","2017-01-09 19:57:00",66
"vsrv11","OPENVPN_L2","2017-01-09 19:00:00","2017-01-09 19:58:00",58
"vsrv8","PPTP","2017-01-09 16:37:00","2017-01-09 20:00:00",203
"vsrv8","SSTP","2017-01-09 18:07:00","2017-01-09 20:02:00",115
"vsrv8","PPTP","2017-01-09 15:56:00","2017-01-09 20:08:00",252
"vsrv16","PPTP","2017-01-09 19:25:00","2017-01-09 20:08:00",43
"vsrv8","SSTP","2017-01-09 20:02:00","2017-01-09 20:11:00",9
"vsrv16","PPTP","2017-01-09 19:13:00","2017-01-09 20:13:00",60
"vsrv8","SSTP","2017-01-09 19:47:00","2017-01-09 20:14:00",27
"vsrv16","SSTP","2017-01-09 20:03:00","2017-01-09 20:14:00",11
"vsrv8","SSTP","2017-01-09 17:17:00","2017-01-09 20:16:00",179
"vsrv8","PPTP","2017-01-09 19:45:00","2017-01-09 20:17:00",32
"vsrv8","PPTP","2017-01-09 16:48:00","2017-01-09 20:17:00",209
"vsrv11","PPTP","2017-01-09 20:04:00","2017-01-09 20:18:00",14
"vsrv8","SSTP","2017-01-09 19:34:00","2017-01-09 20:19:00",45
"vsrv17","SSTP","2017-01-09 20:01:00","2017-01-09 20:19:00",18
"vsrv17","PPTP","2017-01-09 18:57:00","2017-01-09 20:19:00",82
"vsrv16","SSTP","2017-01-09 20:12:00","2017-01-09 20:21:00",9
"vsrv17","PPTP","2017-01-09 17:38:00","2017-01-09 20:23:00",165
"vsrv16","PPTP","2017-01-09 20:07:00","2017-01-09 20:25:00",18
"vsrv11","PPTP","2017-01-09 20:19:00","2017-01-09 20:27:00",8
"vsrv16","SSTP","2017-01-09 18:36:00","2017-01-09 20:28:00",112
"vsrv16","PPTP","2017-01-09 19:31:00","2017-01-09 20:28:00",57
"vsrv8","SSTP","2017-01-09 20:00:00","2017-01-09 20:29:00",29
"vsrv17","PPTP","2017-01-09 19:17:00","2017-01-09 20:30:00",73
"vsrv8","SSTP","2017-01-09 20:22:00","2017-01-09 20:31:00",9
"vsrv8","SSTP","2017-01-09 20:30:00","2017-01-09 20:32:00",2
"vsrv8","PPTP","2017-01-09 20:35:00","2017-01-09 20:36:00",1
"vsrv11","PPTP","2017-01-09 20:31:00","2017-01-09 20:36:00",5
"vsrv17","SSTP","2017-01-09 20:20:00","2017-01-09 20:37:00",17
"vsrv16","SSTP","2017-01-09 19:57:00","2017-01-09 20:38:00",41
"vsrv17","SSTP","2017-01-09 20:31:00","2017-01-09 20:38:00",7
"vsrv17","PPTP","2017-01-09 19:58:00","2017-01-09 20:39:00",41
"vsrv17","PPTP","2017-01-09 19:58:00","2017-01-09 20:40:00",42
"vsrv11","PPTP","2017-01-09 20:39:00","2017-01-09 20:40:00",1
"vsrv16","PPTP","2017-01-09 20:26:00","2017-01-09 20:41:00",15
"vsrv17","OPENVPN_L2","2017-01-09 19:47:00","2017-01-09 20:41:00",54
"vsrv17","PPTP","2017-01-09 20:41:00","2017-01-09 20:43:00",2
"vsrv8","PPTP","2017-01-09 20:37:00","2017-01-09 20:44:00",7
"vsrv8","PPTP","2017-01-09 09:05:00","2017-01-09 20:44:00",699
"vsrv8","SSTP","2017-01-09 19:02:00","2017-01-09 20:45:00",103
"vsrv16","SSTP","2017-01-09 19:23:00","2017-01-09 20:47:00",84
"vsrv8","SSTP","2017-01-09 19:32:00","2017-01-09 20:50:00",78
"vsrv17","SSTP","2017-01-09 20:06:00","2017-01-09 20:52:00",46
"vsrv16","SSTP","2017-01-09 20:31:00","2017-01-09 20:53:00",22
"vsrv16","PPTP","2017-01-09 19:46:00","2017-01-09 20:53:00",67
"vsrv8","PPTP","2017-01-09 19:48:00","2017-01-09 20:56:00",68
"vsrv16","PPTP","2017-01-09 20:26:00","2017-01-09 21:02:00",36
